binary_accuracy,loss,val_binary_accuracy,val_loss
0.008124999701976776,2.480391502380371,0.0,2.1554853916168213
0.3112500011920929,1.0485862493515015,0.012500000186264515,1.048843264579773
0.7762500047683716,0.49293196201324463,0.8399999737739563,0.5455005168914795
0.9831249713897705,0.29549548029899597,0.9825000166893005,0.3470765948295593
0.9950000047683716,0.21004526317119598,0.9950000047683716,0.2532329559326172
0.9975000023841858,0.16419610381126404,0.9975000023841858,0.20001095533370972
0.9975000023841858,0.1357526183128357,0.9975000023841858,0.16619816422462463
0.9987499713897705,0.11640563607215881,1.0,0.14294476807117462
0.9987499713897705,0.10237555205821991,1.0,0.12595069408416748
0.9987499713897705,0.09170617163181305,1.0,0.11308322846889496
0.9987499713897705,0.08330785483121872,1.0,0.10280106216669083
0.9987499713897705,0.07651388645172119,1.0,0.09445933252573013
0.9987499713897705,0.07090390473604202,1.0,0.08762641251087189
0.9987499713897705,0.06617502123117447,1.0,0.08181948959827423
0.9987499713897705,0.062136854976415634,1.0,0.07684606313705444
0.9987499713897705,0.058642152696847916,1.0,0.07257221639156342
0.9987499713897705,0.05559135600924492,1.0,0.06882315129041672
0.9987499713897705,0.05289587005972862,1.0,0.06552528589963913
0.9987499713897705,0.05049751698970795,1.0,0.06260200589895248
0.9987499713897705,0.04835207760334015,1.0,0.059975333511829376
0.9987499713897705,0.04641420394182205,1.0,0.05758501961827278
0.9987499713897705,0.04465857520699501,1.0,0.05542909726500511
0.9987499713897705,0.04305766522884369,1.0,0.053464628756046295
0.9987499713897705,0.04159235954284668,1.0,0.05165637657046318
0.9987499713897705,0.04024691507220268,1.0,0.04998606815934181
0.9987499713897705,0.03900514543056488,1.0,0.04846380278468132
0.9987499713897705,0.03785313665866852,1.0,0.047042008489370346
0.9987499713897705,0.036784157156944275,1.0,0.045712362974882126
0.9987499713897705,0.035790279507637024,1.0,0.04447486251592636
0.9987499713897705,0.03485958278179169,1.0,0.04332609102129936
0.9987499713897705,0.033988308161497116,1.0,0.04224614053964615
0.9993749856948853,0.03317169472575188,1.0,0.04122628644108772
0.9993749856948853,0.032403264194726944,1.0,0.040271908044815063
0.9993749856948853,0.03167656809091568,1.0,0.03937169909477234
0.9993749856948853,0.03099183738231659,1.0,0.038526300340890884
0.9993749856948853,0.03034365363419056,1.0,0.037725478410720825
0.9993749856948853,0.02972981706261635,1.0,0.03696289286017418
0.9993749856948853,0.029146380722522736,1.0,0.03623974323272705
0.9993749856948853,0.028592975810170174,1.0,0.035553477704524994
0.9993749856948853,0.028064679354429245,1.0,0.03489936515688896
0.9993749856948853,0.027561254799365997,1.0,0.034278009086847305
0.9993749856948853,0.02708190120756626,1.0,0.03368723392486572
0.9993749856948853,0.026622559875249863,1.0,0.0331185907125473
0.9993749856948853,0.02618354558944702,1.0,0.0325746163725853
0.9993749856948853,0.02576330676674843,1.0,0.03205465152859688
0.9993749856948853,0.025359900668263435,1.0,0.0315532311797142
0.9993749856948853,0.024973228573799133,1.0,0.03107224963605404
0.9993749856948853,0.024601994082331657,1.0,0.030610298737883568
0.9993749856948853,0.024244213476777077,1.0,0.03016442246735096
0.9993749856948853,0.023900633677840233,1.0,0.02973676472902298
0.9993749856948853,0.02356894500553608,1.0,0.029323838651180267
0.9993749856948853,0.023249905556440353,1.0,0.02892403118312359
0.9993749856948853,0.022941408678889275,1.0,0.02854137122631073
0.9993749856948853,0.022644979879260063,1.0,0.028167953714728355
0.9993749856948853,0.02235729992389679,1.0,0.02780746854841709
0.9993749856948853,0.022079704329371452,1.0,0.02745804935693741
0.9993749856948853,0.02181127481162548,1.0,0.027121907100081444
0.9993749856948853,0.021551989018917084,1.0,0.02679956518113613
0.9993749856948853,0.02129988931119442,1.0,0.02648518979549408
0.9993749856948853,0.021056735888123512,1.0,0.02617979235947132
0.9993749856948853,0.02081996202468872,1.0,0.02588147670030594
0.9993749856948853,0.020590439438819885,1.0,0.025592830032110214
0.9993749856948853,0.02036784403026104,1.0,0.025313131511211395
0.9993749856948853,0.02015138790011406,1.0,0.02504204772412777
0.9993749856948853,0.0199410542845726,1.0,0.02477830834686756
0.9993749856948853,0.01973722316324711,1.0,0.024521613493561745
0.9993749856948853,0.019538331776857376,1.0,0.02427232451736927
0.9993749856948853,0.019345678389072418,1.0,0.02403027005493641
0.9993749856948853,0.01915680803358555,1.0,0.02379467710852623
0.9993749856948853,0.01897360011935234,1.0,0.023564884439110756
0.9993749856948853,0.01879499852657318,1.0,0.023341087624430656
0.9993749856948853,0.018622100353240967,1.0,0.023121265694499016
0.9993749856948853,0.018451882526278496,1.0,0.022908203303813934
0.9993749856948853,0.018286561593413353,1.0,0.02269885502755642
0.9993749856948853,0.01812538132071495,1.0,0.022497951984405518
0.9993749856948853,0.017968248575925827,1.0,0.022299863398075104
0.9993749856948853,0.01781485602259636,1.0,0.0221053846180439
0.9993749856948853,0.01766485720872879,1.0,0.021916775032877922
0.9993749856948853,0.01751839742064476,1.0,0.02173135243356228
0.9993749856948853,0.017375588417053223,1.0,0.02154998481273651
0.9993749856948853,0.01723512075841427,1.0,0.02137325517833233
0.9993749856948853,0.017097964882850647,1.0,0.021199455484747887
0.9993749856948853,0.016963966190814972,1.0,0.021028704941272736
0.9993749856948853,0.01683342084288597,1.0,0.020861394703388214
0.9993749856948853,0.016705593094229698,1.0,0.020696971565485
0.9993749856948853,0.0165795236825943,1.0,0.02053752727806568
0.9993749856948853,0.0164569690823555,1.0,0.020382532849907875
0.9993749856948853,0.01633603125810623,1.0,0.020230159163475037
0.9993749856948853,0.016218604519963264,1.0,0.020079558715224266
0.9993749856948853,0.016102680936455727,1.0,0.019932977855205536
0.9993749856948853,0.015989847481250763,1.0,0.019789718091487885
0.9993749856948853,0.015879249200224876,1.0,0.019648443907499313
0.9993749856948853,0.015770353376865387,1.0,0.01950903981924057
0.9993749856948853,0.015663212165236473,1.0,0.01937311328947544
0.9993749856948853,0.015559440478682518,1.0,0.019240234047174454
0.9993749856948853,0.015456091612577438,1.0,0.01910989359021187
0.9993749856948853,0.015355443581938744,1.0,0.018981637433171272
0.9993749856948853,0.015256095677614212,1.0,0.018856314942240715
0.9993749856948853,0.015159184113144875,1.0,0.018731767311692238
0.9993749856948853,0.01506386511027813,1.0,0.018610449507832527
